id	identifier	zh_name	en_name	category	cost	short_effect	zh_effect
927	dropped-item--yellow	遗忘物	Dropped Item	Unused	0	XXX new effect for dropped-item--yellow	在雷文市的游乐园里 捡到的即时通讯器。 失主好像是个女孩子。
928	holo-caster--green	全息影像通讯器	Holo Caster	Unused	0	XXX new effect for holo-caster--green	可以随时查看接收到的 全息影像数据的装置。
929	bike--yellow	自行车	Bike	Unused	0	XXX new effect for bike--yellow	能比跑步鞋跑得还快的 折叠式自行车。
930	holo-caster--red	全息影像通讯器	Holo Caster	Unused	0	XXX new effect for holo-caster--red	可以随时查看接收到的 全息影像数据的装置。
931	basement-key--new-mauville	地下钥匙	Basement Key	Unused	0	XXX new effect for basement-key--new-mauville	进入紫堇地下的新紫堇时， 所使用的钥匙。
932	storage-key--sea-mauville	仓库钥匙	Storage Key	Unused	0	XXX new effect for storage-key--sea-mauville	进入海紫堇的仓库时 所需的钥匙。
933	ss-ticket--hoenn	船票	S.S. Ticket	Unused	0	XXX new effect for ss-ticket--hoenn	乘坐渡船时需要用到。
934	contest-costume--dress	演出礼裙	Contest Costume	Unused	0	XXX new effect for contest-costume--dress	在华丽现场大赛上演出时穿的 非常可爱的礼裙。
935	meteorite--2	陨石	Meteorite	Unused	0	XXX new effect for meteorite--2	在烟囱山上获得的陨石。 隐约散发着光辉。
936	meteorite--3	陨石	Meteorite	Unused	0	XXX new effect for meteorite--3	在烟囱山上获得的陨石。 持续散发着微光。 摸上去隐约有点暖暖的。
937	meteorite--4	陨石	Meteorite	Unused	0	XXX new effect for meteorite--4	在烟囱山上获得的陨石。 上面浮现着某些花纹， 并散发着七色光芒。
938	normalium-z--bag	一般Ｚ	Normalium Z	Unused	0	XXX new effect for normalium-z--bag	可用它来制造用于对战 并能将一般属性招式升级成 Ｚ招式的Ｚ力量结晶。
939	firium-z--bag	火Ｚ	Firium Z	Unused	0	XXX new effect for firium-z--bag	可用它来制造用于对战 并能将火属性招式升级成 Ｚ招式的Ｚ力量结晶。
940	waterium-z--bag	水Ｚ	Waterium Z	Unused	0	XXX new effect for waterium-z--bag	可用它来制造用于对战 并能将水属性招式升级成 Ｚ招式的Ｚ力量结晶。
941	electrium-z--bag	电Ｚ	Electrium Z	Unused	0	XXX new effect for electrium-z--bag	可用它来制造用于对战 并能将电属性招式升级成 Ｚ招式的Ｚ力量结晶。
942	grassium-z--bag	草Ｚ	Grassium Z	Unused	0	XXX new effect for grassium-z--bag	可用它来制造用于对战 并能将草属性招式升级成 Ｚ招式的Ｚ力量结晶。
943	icium-z--bag	冰Ｚ	Icium Z	Unused	0	XXX new effect for icium-z--bag	可用它来制造用于对战 并能将冰属性招式升级成 Ｚ招式的Ｚ力量结晶。
944	fightinium-z--bag	格斗Ｚ	Fightinium Z	Unused	0	XXX new effect for fightinium-z--bag	可用它来制造用于对战 并能将格斗属性招式升级成 Ｚ招式的Ｚ力量结晶。
945	poisonium-z--bag	毒Ｚ	Poisonium Z	Unused	0	XXX new effect for poisonium-z--bag	可用它来制造用于对战 并能将毒属性招式升级成 Ｚ招式的Ｚ力量结晶。
946	groundium-z--bag	地面Ｚ	Groundium Z	Unused	0	XXX new effect for groundium-z--bag	可用它来制造用于对战 并能将地面属性招式升级成 Ｚ招式的Ｚ力量结晶。
947	flyinium-z--bag	飞行Ｚ	Flyinium Z	Unused	0	XXX new effect for flyinium-z--bag	可用它来制造用于对战 并能将飞行属性招式升级成 Ｚ招式的Ｚ力量结晶。
948	psychium-z--bag	超能力Ｚ	Psychium Z	Unused	0	XXX new effect for psychium-z--bag	可用它来制造用于对战 并能将超能力属性招式升级成 Ｚ招式的Ｚ力量结晶。
949	buginium-z--bag	虫Ｚ	Buginium Z	Unused	0	XXX new effect for buginium-z--bag	可用它来制造用于对战 并能将虫属性招式升级成 Ｚ招式的Ｚ力量结晶。
950	rockium-z--bag	岩石Ｚ	Rockium Z	Unused	0	XXX new effect for rockium-z--bag	可用它来制造用于对战 并能将岩石属性招式升级成 Ｚ招式的Ｚ力量结晶。
951	ghostium-z--bag	幽灵Ｚ	Ghostium Z	Unused	0	XXX new effect for ghostium-z--bag	可用它来制造用于对战 并能将幽灵属性招式升级成 Ｚ招式的Ｚ力量结晶。
952	dragonium-z--bag	龙Ｚ	Dragonium Z	Unused	0	XXX new effect for dragonium-z--bag	可用它来制造用于对战 并能将龙属性招式升级成 Ｚ招式的Ｚ力量结晶。
953	darkinium-z--bag	恶Ｚ	Darkinium Z	Unused	0	XXX new effect for darkinium-z--bag	可用它来制造用于对战 并能将恶属性招式升级成 Ｚ招式的Ｚ力量结晶。
954	steelium-z--bag	钢Ｚ	Steelium Z	Unused	0	XXX new effect for steelium-z--bag	可用它来制造用于对战 并能将钢属性招式升级成 Ｚ招式的Ｚ力量结晶。
955	fairium-z--bag	妖精Ｚ	Fairium Z	Unused	0	XXX new effect for fairium-z--bag	可用它来制造用于对战 并能将妖精属性招式升级成 Ｚ招式的Ｚ力量结晶。
956	pikanium-z--bag	皮卡丘Ｚ	Pikanium Z	Unused	0	XXX new effect for pikanium-z--bag	可用它来制造用于对战 并能将皮卡丘的伏特攻击 升级成特殊Ｚ招式的Ｚ力量结晶。
957	decidium-z--bag	狙射树枭Ｚ	Decidium Z	Unused	0	XXX new effect for decidium-z--bag	可用它来制造用于对战 并能将狙射树枭的缝影 升级成特殊Ｚ招式的Ｚ力量结晶。
958	incinium-z--bag	炽焰咆哮虎Ｚ	Incinium Z	Unused	0	XXX new effect for incinium-z--bag	可用它来制造用于对战 并能将炽焰咆哮虎的ＤＤ金勾臂 升级成特殊Ｚ招式的Ｚ力量结晶。
959	primarium-z--bag	西狮海壬Ｚ	Primarium Z	Unused	0	XXX new effect for primarium-z--bag	可用它来制造用于对战 并能将西狮海壬的泡影的咏叹调 升级成特殊Ｚ招式的Ｚ力量结晶。
960	tapunium-z--bag	卡璞Ｚ	Tapunium Z	Unused	0	XXX new effect for tapunium-z--bag	可用它来制造用于对战 并能将卡璞们的自然之怒 升级成特殊Ｚ招式的Ｚ力量结晶。
961	marshadium-z--bag	玛夏多Ｚ	Marshadium Z	Unused	0	XXX new effect for marshadium-z--bag	可用它来制造用于对战 并能将玛夏多的暗影偷盗 升级成特殊Ｚ招式的Ｚ力量结晶。
962	aloraichium-z--bag	阿罗雷Ｚ	Aloraichium Z	Unused	0	XXX new effect for aloraichium-z--bag	可用它来制造用于对战 并能将阿罗拉地区雷丘的十万伏特 升级成特殊Ｚ招式的Ｚ力量结晶。
963	snorlium-z--bag	卡比兽Ｚ	Snorlium Z	Unused	0	XXX new effect for snorlium-z--bag	可用它来制造用于对战 并能将卡比兽的终极冲击 升级成特殊Ｚ招式的Ｚ力量结晶。
964	eevium-z--bag	伊布Ｚ	Eevium Z	Unused	0	XXX new effect for eevium-z--bag	可用它来制造用于对战 并能将伊布的珍藏 升级成特殊Ｚ招式的Ｚ力量结晶。
965	mewnium-z--bag	梦幻Ｚ	Mewnium Z	Unused	0	XXX new effect for mewnium-z--bag	可用它来制造用于对战 并能将梦幻的精神强念 升级成特殊Ｚ招式的Ｚ力量结晶。
966	pikashunium-z--bag	智皮卡Ｚ	Pikashunium Z	Unused	0	XXX new effect for pikashunium-z--bag	可用它来制造用于对战 并能将戴着帽子的皮卡丘的十万伏特 升级成特殊Ｚ招式的Ｚ力量结晶。
967	solganium-z--held	索尔迦雷欧Ｚ	Solganium Z	Unused	0	XXX new effect for solganium-z--held	Ｚ力量的结晶。 会将索尔迦雷欧的流星闪冲 升级成Ｚ招式。
968	lunalium-z--held	露奈雅拉Ｚ	Lunalium Z	Unused	0	XXX new effect for lunalium-z--held	Ｚ力量的结晶。 会将露奈雅拉的暗影之光 升级成Ｚ招式。
969	ultranecrozium-z--held	究极奈克洛Ｚ	Ultranecrozium Z	Unused	0	XXX new effect for ultranecrozium-z--held	Ｚ力量的结晶。 会将奈克洛兹玛的光子喷涌 升级成Ｚ招式。
970	mimikium-z--held	谜拟ＱＺ	Mimikium Z	Unused	0	XXX new effect for mimikium-z--held	Ｚ力量的结晶。 会将谜拟Ｑ的嬉闹 升级成Ｚ招式。
971	lycanium-z--held	鬃岩狼人Ｚ	Lycanium Z	Unused	0	XXX new effect for lycanium-z--held	Ｚ力量的结晶。 会将鬃岩狼人的尖石攻击 升级成Ｚ招式。
972	kommonium-z--held	杖尾鳞甲龙Ｚ	Kommonium Z	Unused	0	XXX new effect for kommonium-z--held	Ｚ力量的结晶。 会将杖尾鳞甲龙的鳞片噪音 升级成Ｚ招式。
973	solganium-z--bag	索尔迦雷欧Ｚ	Solganium Z	Unused	0	XXX new effect for solganium-z--bag	可用它来制造用于对战 并能将索尔迦雷欧的流星闪冲 升级成Ｚ招式的Ｚ力量结晶。
974	lunalium-z--bag	露奈雅拉Ｚ	Lunalium Z	Unused	0	XXX new effect for lunalium-z--bag	可用它来制造用于对战 并能将露奈雅拉的暗影之光 升级成Ｚ招式的Ｚ力量结晶。
975	ultranecrozium-z--bag	究极奈克洛Ｚ	Ultranecrozium Z	Unused	0	XXX new effect for ultranecrozium-z--bag	能让和索尔迦雷欧或 露奈雅拉合体的奈克洛兹玛 变成崭新样子的结晶。
976	mimikium-z--bag	谜拟ＱＺ	Mimikium Z	Unused	0	XXX new effect for mimikium-z--bag	可用它来制造用于对战 并能将谜拟Ｑ的嬉闹 升级成Ｚ招式的Ｚ力量结晶。
977	lycanium-z--bag	鬃岩狼人Ｚ	Lycanium Z	Unused	0	XXX new effect for lycanium-z--bag	可用它来制造用于对战 并能将鬃岩狼人的尖石攻击 升级成Ｚ招式的Ｚ力量结晶。
978	kommonium-z--bag	杖尾鳞甲龙Ｚ	Kommonium Z	Unused	0	XXX new effect for kommonium-z--bag	可用它来制造用于对战 并能将杖尾鳞甲龙的鳞片噪音 升级成Ｚ招式的Ｚ力量结晶。
979	z-power-ring	Ｚ强力手环	Z-Power Ring	Unused	0	XXX new effect for z-power-ring	通过使用训练家的 气力和体力来让宝可梦 释放出Ｚ力量的神奇手环。
980	pink-petal	粉红花瓣	Pink Petal	Unused	0	XXX new effect for pink-petal	在茉莉的考验中， 能从茉莉那里得到的干花花瓣。 目标是集齐７种。
981	orange-petal	橙色花瓣	Orange Petal	Unused	0	XXX new effect for orange-petal	在茉莉的考验中， 能从伊利马那里得到的干花花瓣。 目标是集齐７种。
982	blue-petal	蓝色花瓣	Blue Petal	Unused	0	XXX new effect for blue-petal	在茉莉的考验中， 能从水莲那里得到的干花花瓣。 目标是集齐７种。
983	red-petal	红色花瓣	Red Petal	Unused	0	XXX new effect for red-petal	在茉莉的考验中， 能从卡奇那里得到的干花花瓣。 目标是集齐７种。
984	green-petal	绿色花瓣	Green Petal	Unused	0	XXX new effect for green-petal	在茉莉的考验中， 能从玛奥那里得到的干花花瓣。 目标是集齐７种。
985	yellow-petal	黄色花瓣	Yellow Petal	Unused	0	XXX new effect for yellow-petal	在茉莉的考验中， 能从马玛内那里得到的干花花瓣。 目标是集齐７种。
986	purple-petal	紫色花瓣	Purple Petal	Unused	0	XXX new effect for purple-petal	在茉莉的考验中， 能从默丹那里得到的干花花瓣。 目标是集齐７种。
987	rainbow-flower	虹色之花	Rainbow Flower	Unused	0	XXX new effect for rainbow-flower	将得自队长们那里的花瓣 化零为整后形成的东西。 是成长得到认可的证明。
988	surge-badge	桔色徽章	Surge Badge	Unused	0	XXX new effect for surge-badge	能从关都之道馆那里得到的徽章赠品。 好像仿照了某个地区的道馆徽章。
989	n-solarizer--merge	奈克洛索尔合体器	N-Solarizer	Unused	0	XXX new effect for n-solarizer--merge	用来让需求光的奈克洛兹玛和 索尔迦雷欧合体的机器。
990	n-lunarizer--merge	奈克洛露奈合体器	N-Lunarizer	Unused	0	XXX new effect for n-lunarizer--merge	用来让需求光的奈克洛兹玛和 露奈雅拉合体的机器。
991	n-solarizer--split	奈克洛索尔合体器	N-Solarizer	Unused	0	XXX new effect for n-solarizer--split	用来让曾需求过光的奈克洛兹玛和 索尔迦雷欧分离的机器。
992	n-lunarizer--split	奈克洛露奈合体器	N-Lunarizer	Unused	0	XXX new effect for n-lunarizer--split	用来让曾需求过光的奈克洛兹玛和 露奈雅拉分离的机器。
993	ilimas-normalium-z	伊利马一般Ｚ	Ilima Normalium Z	Unused	0	XXX new effect for ilimas-normalium-z	伊利马交给你保管的一般Ｚ。 受人嘱托要把它放到 葱郁洞窟深处的台座上。
994	left-poke-ball	留下的精灵球	Left Poké Ball	Unused	0	XXX new effect for left-poke-ball	该精灵球里面装的是没有了 训练家的宝可梦。那位训练家 好像是出生自乌拉乌拉岛。
995	roto-hatch	孵蛋碰碰	Roto Hatch	Unused	0	XXX new effect for roto-hatch	洛托姆之力的一种。 使用后，蛋就会变得 非常容易孵化。
996	roto-bargain	优惠碰碰	Roto Bargain	Unused	0	XXX new effect for roto-bargain	洛托姆之力的一种。 使用后，友好商店的 商品就会变成半价。
997	roto-prize-money	零花钱碰碰	Roto Prize Money	Unused	0	XXX new effect for roto-prize-money	洛托姆之力的一种。 对战后能得到的 零花钱会变成３倍。
998	roto-exp-points	经验碰碰	Roto Exp. Points	Unused	0	XXX new effect for roto-exp-points	洛托姆之力的一种。 对战后能得到的 经验值会稍微增加。
999	roto-friendship	亲密碰碰	Roto Friendship	Unused	0	XXX new effect for roto-friendship	洛托姆之力的一种。 带在身边的宝可梦 会变得非常容易亲近。
1000	roto-encounter	相遇碰碰	Roto Encounter	Unused	0	XXX new effect for roto-encounter	洛托姆之力的一种。 一定时间内，会变得容易 遇到高等级的野生宝可梦。
1001	roto-stealth	隐身碰碰	Roto Stealth	Unused	0	XXX new effect for roto-stealth	洛托姆之力的一种。 一定时间内，会变得完全 不会遇到野生宝可梦。
1002	roto-hp-restore	ＨＰ回复碰碰	Roto HP Restore	Unused	0	XXX new effect for roto-hp-restore	洛托姆之力的一种。 正在战斗的我方宝可梦的 ＨＰ会全部回复。
1003	roto-pp-restore	ＰＰ回复碰碰	Roto PP Restore	Unused	0	XXX new effect for roto-pp-restore	洛托姆之力的一种。 正在战斗的我方宝可梦的 ＰＰ会全部回复。
1004	roto-boost	加油碰碰	Roto Boost	Unused	0	XXX new effect for roto-boost	洛托姆之力的一种。 正在战斗的我方宝可梦的 所有能力都会提高。
1005	roto-catch	捕捉碰碰	Roto Catch	Unused	0	XXX new effect for roto-catch	洛托姆之力的一种。 使用后，眼前的野生宝可梦 会变得非常容易捕捉。
1006	autograph	马志士的签名	Autograph	Unused	0		枯叶市道馆馆主马志士 给你的彩色签名纸。 上面写着“Ｇｏｏｄ Ｌｕｃｋ！”。
1007	pokemon-box	宝可梦盒	Pokémon Box Link	Unused	0		ー ー ー
1008	medicine-pocket	回复口袋	Medicine Pocket	Unused	0		ー ー ー
1009	candy-jar	糖果罐	Candy Jar	Unused	0		ー ー ー
1010	power-up-pocket	强化口袋	Power-Up Pocket	Unused	0		ー ー ー
1011	clothing-trunk	换装箱	Clothing Trunk	Unused	0		非常轻的箱子。 能塞入宝可梦或 训练家的替换衣物。
1012	catching-pocket	捕捉口袋	Catching Pocket	Unused	0		ー ー ー
1013	battle-pocket	对战口袋	Battle Pocket	Unused	0		ー ー ー
1014	silver-razz-berry	银色蔓莓果	Silver Razz Berry	Catching bonus	1000		把这树果交给宝可梦后， 宝可梦就会变得容易捕捉。
1015	golden-razz-berry	金色蔓莓果	Golden Razz Berry	Catching bonus	5000		把这树果交给宝可梦后， 宝可梦就会变得十分容易捕捉。
1016	silver-nanab-berry	银色蕉香果	Silver Nanab Berry	Catching bonus	1000		捕捉宝可梦时， 把这树果交给宝可梦 就能平复对方的情绪。
1017	golden-nanab-berry	金色蕉香果	Golden Nanab Berry	Catching bonus	5000		捕捉宝可梦时， 把这树果交给宝可梦 就能有效地平复对方的情绪。
1018	silver-pinap-berry	银色凰梨果	Silver Pinap Berry	Catching bonus	1000		如果把这树果交给宝可梦， 那么接下来捉住该宝可梦时， 会更容易获得道具。
